Statement,Label,Party_Affiliation,Subjects
"In Rhode Island, only 5 percent of ozone pollution is from local or in-state sources. . . Ninety-five percent comes from outside of our borders, particularly the Midwest.",TRUE,democrat,"economy,small-business"
Weve had the same leadership in the Travis County DAs office for 30 years.,FALSE,republican,"job-accomplishments,state-budget,taxes"
Do you know that we have pipes carrying natural gas in this country that are made of wood? Im not joking.,FALSE,republican,nuclear
Mitt Romney says class sizes dont matter.,TRUE,republican,immigration
Roy Barnes voted against a bill in the state Senate that would have made it easier to convict child abusers.,FALSE,none,"education,state-budget,state-finances"
Many just call him Lyin Ted. ... HisTV ad about John Kasich? Lie! Stations had to pull it off the air.,FALSE,democrat,health-care
Says Republicans Mitt Romney and Paul Ryan support massive cuts in Social Security for future generations.,TRUE,democrat,"foreign-policy,military"
We created a flat tax in the state of Utah.,TRUE,republican,"climate-change,environment,message-machine-2012"
We had no domestic attacks under Bush.,FALSE,none,immigration
"The White House has ""refused"" international help in dealing with the oil spill.",FALSE,republican,"legal-issues,religion"
Says personal-injury trial lawyers have provided over 80 percent of the funding for the Texas Democratic Party for over a decade.,TRUE,republican,"crime,labor,legal-issues,supreme-court,unions"
Says Ted Cruz never denied his father was photographedwith Lee Harvey Oswald.,FALSE,none,foreign-policy
The governor does not have any power to veto a referendum [on same-sex marriage] that would be a constitutional amendment.,TRUE,republican,"candidates-biography,economy,job-accomplishments"
"Our most important work has been creating and retaining almost 55,000 Ohio jobs.",FALSE,democrat,"energy,environment,public-health,states"
"Roy Barnes is part of the team that has run up trillions of dollars in debt that Americans will spend years paying off, and theyve done it without creating one job.",FALSE,democrat,"candidates-biography,legal-issues"
My office sends federal money back every year.,TRUE,independent,"energy,pundits"
We have over 25 million people who live in Texas and less than 2 percent of them have concealed handgun licenses.,TRUE,democrat,"education,message-machine-2012"
Says President Barack Obamas recent New York fundraising trip cost between $25 million and $50 million.,FALSE,republican,"children,voting-record"
"Says budget savings by reducing pay and benefits for federal employees total $103 billion over 10 years -- more than $50,000 per worker.",TRUE,organization,"campaign-finance,candidates-biography,elections,history,campaign-advertising"
Says hes the first Aggie governor of Texas.,TRUE,democrat,"federal-budget,income,retirement,social-security"
On using Gov. Scott Walkers collective-bargaining limits to help balance the city of Milwaukee budget,TRUE,republican,taxes
A minor cannot get a tattoo without parental consent but can get an abortion without parental consent.,TRUE,republican,"homeland-security,terrorism"
Daniel Webster is an advocate for a group that teaches that mothers should not work outside the home.,FALSE,republican,"energy,environment,oil-spill"
Says New Jerseys public school students have the best Advanced Placement scores in the nation.,TRUE,republican,"campaign-finance,legal-issues"
The citys 30 percent set aside for affordable housing in urban renewal areas is calculated citywide -- not district by district,FALSE,republican,"candidates-biography,crime,history"
"She created the Waste, Fraud and Mismanagement Hotline.... (that) has saved Wisconsin taxpayers hundreds of thousands of dollars.",TRUE,newsmaker,"civil-rights,families,gays-and-lesbians,government-regulation,human-rights,legal-issues,marriage,sexuality"
$65 million from ABC privatization will not pay for even an overpass in Tysons Corner.,FALSE,democrat,"economy,government-efficiency,job-accomplishments"
This is the first time since Roe was decided in 1973 that a court has granted personhood status to the preborn.,FALSE,republican,stimulus
Says Republican candidates in Oregon are advocating violence against gays.,FALSE,republican,"congress,federal-budget"
"We only have 2 percent of the oil reserves in the world, and we consume 25 percent of the world's oil on a daily basis.",TRUE,republican,guns
The debt will soon eclipse our entire economy.,TRUE,republican,"government-efficiency,pundits"
Dave Aronbergs career legal experience is less than two years as Asst. AG/private attorney.,FALSE,democrat,"deficit,federal-budget,pensions,workers"
Says theres a 100-year-old international norm not to use chemical weapons.,TRUE,republican,education
Gains in Atlanta Public Schools scores on a national standardized test lend credence to dramatic score increases on state tests.,FALSE,democrat,"city-budget,labor,state-finances"
On signing a no-tax pledge,FALSE,republican,"abortion,states"
Says the number-one source of illegal immigration is people legally coming to the United States on a tourist visa or a student visa and then disappearing into the population and never being heard from again.,FALSE,democrat,"message-machine,religion,women"
On opposing citizenship for illegal immigrants,TRUE,none,education
Georgia is one of the 10 most tax-friendly states for retirees.,TRUE,democrat,housing
Says al Qaeda has camps with the drug cartels in Mexico.,FALSE,democrat,"government-efficiency,job-accomplishments"
"Romneycare sent costs spiraling out of control in Massachusetts, hiking premiums, squeezing household budgets.",FALSE,democrat,"Alcohol,transportation"
"Seneca Jones Timber Co., aiming to increase logging and allay fears that old growth will be cut, says mills have shifted to second-generation trees. An ad from the company asks: Do you know that most all mills in Oregon have retooled over the past 20 years?",TRUE,none,"abortion,children"
"Members of Congress passed a pay raise for themselves of $10,000 over two years even as they voted not to raise Social Security benefits for 2010 and 2011.",FALSE,democrat,gays-and-lesbians
Says Gov. Scott Walkers proposed budget would sell off Wisconsins state parks.,FALSE,democrat,"energy,environment,oil-spill"
Says Kelly Ayotte voted to fix background checks.,TRUE,republican,"deficit,economy,federal-budget"
Says the Texas unemployment rate has even grown more than the nations as a whole.,TRUE,democrat,candidates-biography
"The chairman of the party of Florida, who is an avid and outward supporter of Marco Rubio, gets to appoint 30 of those delegates.",FALSE,democrat,"corrections-and-updates,foreign-policy,history,human-rights,military"
"She said, you know, 'I voted for it, but I hoped it wouldn't pass.' That was a quote on live TV.",FALSE,none,education
"The U.S. initially had three federal felonies: treason, piracy, and counterfeiting securities and money.",TRUE,republican,taxes
"If you look at our tax mix, the share of corporate revenues as a percentage of our overall revenue mix has declined by about half over the last 30 years.",TRUE,democrat,immigration
On sharing power with Republicans,FALSE,republican,immigration
Women (are) paid 77 cents on the dollar for doing the same work as men.,FALSE,none,"income,pensions,retirement,taxes"
Says Georgia ranks near the bottom in per capita transportation spending.,TRUE,republican,"drugs,immigration,terrorism"
Says allegations that he made unwanted sexual advances on a female sheriffs deputy were found by two separate judges to not have merit.,FALSE,none,"health-care,message-machine-2012"
